class	pred
0	 Is there any easy way to upload a program/sketch from an iPad or Android tablet without adding extra an shield Bluetooth or Wi-Fi? If not can it be done using shield? Which shield is preferred? Also what are the IDE options available? 
0	 I am not very skilled with the C Language and I was wondering if there is a way in which python could be used to program an Arduino. This would most likely require a different IDE in order to be able to debug the scripts them self. 
0	 The function millis would be running in the span of 100+ microseconds or less. Is there a reliable way to go about measuring the time taken by a single millis call? One approach that comes to mind is using micros however a call to micros will include the time taken by the function call of micros itself as well so depending on how long micros takes the measurement for millis may be off. I need to find this as an application I am working on requires accurate time measurements for every step taken in the code including millis . 
0	 I want to use the Adafruit CC3000 and its Arduino libraries on another platform. In this case it\s the Arduino pin compatible PSOC4 Pioneer Kit . This is an ARM Cortex M0 based platform. My question is: How would I go about porting a library like this? What are the steps key files etc? One obvious issue is that PSOC Creator does not readily support C++. One positive might be that the Arduino Due board is based on the Atmel SAM3X8E ARM Cortex-M3 CPU. NOTE: If you think this question is off topic; please head over to this question on Arduino Meta to voice your opinion on whether questions on Arduino Compatible devices are appropriate for this list. 
0	 Question: How does one prepare clothing with embedded electronics for washing? Background: There are several Arduino boards/clones that are designed for wearable tech. For example the Lilypad . Wearable tech with LED light patterns microphones GPS or other circuitry is an interesting concept but water and electricity tend not to mix. To prepare wearable tech for washing I would assume people make large circuitry removable. Yet inevitably some electronics will be more-or-less permanently affixed to the cloth. What if anything can be done to these electronics e.g. sewn-in Arduino Lilypad to make them washing-machine preferred--hand wash could be done but it\s so much easier to machine wash safe? 
0	 I was communicating between my computer and my Arduino Uno R3 through Bluetooth using this Bluetooth module . The connector I use has a red wire where it connects to GND and a black wire where it connects to +5V. to Uno +5V GND pin 0 pin 1 I forgot this one time when I connected the Bluetooth module to the Uno so the polarity was reversed. This fried the Bluetooth module. After getting a new module I discovered that the Uno was apparently fried too. Plugging a USB cable into the Uno made the little green integrated LED turn on but that was all that happened; none of the pins put out any electricity. When I tried to
0	 There are three different revisions of the Arduino Uno. What changed in each revision? 
0	 Can I program my Arduino using any other programming languages than C++? If so which programming languages. What software would I need to compile and load code to the Arduino. 
0	 Question: Where do I put code if I want it to execute only once per Arduino startup? Background: I tend to use my Arduino to perform tasks that should be executed once per power cycle. For example my robot should only drive forward once every time I turn it on--more than that and it might fall off the table. The standard Arduino IDE template consists of a loop and a setup function. The setup code is run once per power cycle and the loop is re-started every time it finishes. I see two approaches to code 1 time tasks: Method 1: Loop once void setup { //do setup stuff}void loop { //do task while1 ; //Repeat forever preventing function from re-starting} Method 2: Setup only void setup { //do setup stuff //do task}void loop { //do nothing} More detailed form of quest
0	 Before you start to mess with a computer there are basic guidelines to be aware of such as turn the power off and watch out for static electricity. What guidelines should I be aware of when I work with an Arduino board if I dont want to harm neither myself nor the board. The three kind of activity that requires touching the Arduino and what Im asking about: Setting up wire component layout or breadboard. Debugging a running setup. Moving mounting up the board somewhere. 
0	 When you have a board in your hand but dont know is it working or not? How to verify its working or dead? 
0	 I have a few useful I2C components such as a 16-bit port expander MCP23017 which Id like to use in various projects. What do I need to do to make these work with Arduino? Will it work with any Arduino or do I need a specific board or shield? 
0	 I wanted to move some of my code out into a second tab in the Arduino IDE to keep things better organised. At first I only tried moving a function and it seemed to work fine. I could call the function from the setup function in my main tab and there were no problems compiling or uploading. However I tried putting a whole class into the second tab and suddenly it didnt work any more. For example: Tab 1: TestClass obj;void setup{ obj.init;}void loop{ //...} Tab 2: class TestClass{public: void init { //... }}; When I tried to compile this it gave me the following errors: tab1:1: error: TestClass does not name a typetab1.ino: In function void setup:tab1:5: error: obj was not declared in this scope Why does it recognise a function in another tab but not a class? Is there a way to make it work in
0	 Say I have some variables that I want to print out to the terminal what\s the easiest way to print them in a string? Currently I do something like this: Serial.printVar 1:;Serial.printlnvar1;Serial.print Var 2:;Serial.printlnvar2;Serial.print Var 3:;Serial.printlnvar3; Is there a better way to do this? 
